customer_id,is_churned,final_churn_date,num_subscriptions,tenure_days,total_orders,total_revenue,post_churn_order_flag,total_tickets,tickets_last_30d_pre_churn,tickets_last_7d_pre_churn,has_post_churn_ticket_flag,total_events,events_last_30d_pre_churn,events_last_7d_pre_churn,post_churn_engagement_flag
16998,1,2022-01-28,2.0,60.0,37,3963.23,0,3,1.0,1.0,1,2,0.0,0.0,1
17123,0,,1.0,2913936.0,4,915.84,0,2,0.0,0.0,0,1,0.0,0.0,0
18818,1,2023-11-19,2.0,720.0,38,642.9,0,5,0.0,0.0,1,2,0.0,0.0,1
18976,1,2023-05-23,2.0,540.0,38,1667.82,0,3,0.0,0.0,1,2,0.0,0.0,1
18,0,,1.0,2913935.0,38,1886.32,0,0,0.0,0.0,0,559,0.0,0.0,0
1007,1,2022-03-30,1.0,120.0,5,543.4,1,5,3.0,1.0,0,1,0.0,0.0,0
3244,1,2024-12-19,3.0,1115.0,37,964.45,1,2,0.0,0.0,0,169,0.0,0.0,0
3912,0,,1.0,2913935.0,38,3375.16,0,1,0.0,0.0,0,1,0.0,0.0,0
4439,0,,1.0,2913935.0,4,787.68,0,0,0.0,0.0,0,1,0.0,0.0,0
6866,0,,1.0,2913935.0,38,603.06,0,1,0.0,0.0,0,1,0.0,0.0,0
7046,1,2022-02-28,2.0,90.0,7,891.2,0,5,0.0,0.0,1,45,0.0,0.0,1
15268,1,2023-12-20,1.0,750.0,3,718.92,1,2,0.0,0.0,0,1,0.0,0.0,0
15303,1,2023-09-02,2.0,641.0,14,668.85,1,1,0.0,0.0,0,187,0.0,0.0,0
15448,1,2024-04-14,2.0,866.0,29,767.07,1,2,0.0,0.0,0,2,0.0,0.0,0
16579,1,2023-11-20,2.0,720.0,15,1695.44,0,1,0.0,0.0,1,2,0.0,0.0,1
18911,0,,1.0,2913935.0,4,918.72,0,2,0.0,0.0,0,1,0.0,0.0,0
20940,0,,1.0,2913935.0,4,756.0,0,2,0.0,0.0,0,1,0.0,0.0,0
22162,1,2023-08-22,2.0,630.0,24,2535.92,0,5,0.0,0.0,1,2,0.0,0.0,1
23681,1,2022-02-28,2.0,90.0,4,745.56,0,5,0.0,0.0,1,2,0.0,0.0,1
1426,0,,1.0,2913934.0,4,4746.24,0,2,0.0,0.0,0,1,0.0,0.0,0
2217,0,,1.0,2913934.0,4,2271.84,0,2,0.0,0.0,0,1,0.0,0.0,0
6017,1,2022-03-31,1.0,120.0,5,85.9,1,5,2.0,1.0,0,65,0.0,0.0,0
6545,1,2023-01-16,2.0,411.0,15,265.35,1,1,0.0,0.0,0,31,7.0,0.0,0
13340,0,,1.0,2913934.0,38,3158.18,0,1,0.0,0.0,0,1,0.0,0.0,0
13754,1,2022-01-30,1.0,60.0,3,48.36,1,2,1.0,0.0,0,1,0.0,0.0,0
17250,1,2023-04-26,3.0,511.0,20,1191.3,0,2,0.0,0.0,0,177,0.0,0.0,1
19930,1,2023-10-22,2.0,690.0,15,1167.22,0,2,0.0,0.0,1,2,0.0,0.0,1
21193,1,2024-06-04,2.0,916.0,31,1350.53,1,1,0.0,0.0,0,2,0.0,0.0,0
21302,1,2022-03-31,1.0,120.0,5,185.8,1,5,1.0,0.0,0,1,0.0,0.0,0
1650,1,2023-11-22,2.0,720.0,25,910.06,1,1,0.0,0.0,0,2,0.0,0.0,0
2804,1,2023-08-24,1.0,630.0,22,407.44,1,5,0.0,0.0,0,1,0.0,0.0,0
4386,1,2024-05-20,2.0,900.0,38,832.78,0,1,0.0,0.0,1,110,0.0,0.0,1
4705,0,,1.0,2913933.0,38,1856.68,0,2,0.0,0.0,0,544,0.0,0.0,0
6175,1,2022-07-30,1.0,240.0,9,164.34,1,4,1.0,1.0,0,115,0.0,0.0,0
6264,1,2024-04-14,2.0,864.0,10,733.52,1,1,0.0,0.0,0,2,0.0,0.0,0
6525,1,2023-03-27,1.0,480.0,17,289.34,1,2,1.0,0.0,0,1,0.0,0.0,0
7348,0,,1.0,2913933.0,4,2351.04,0,0,0.0,0.0,0,1,0.0,0.0,0
10796,0,,1.0,2913933.0,38,594.32,0,2,0.0,0.0,0,1,0.0,0.0,0
11225,1,2023-10-20,3.0,687.0,16,1246.64,0,2,0.0,0.0,0,3,0.0,0.0,1
12770,1,2023-05-26,1.0,540.0,2,459.84,1,4,0.0,0.0,0,1,0.0,0.0,0
12994,1,2022-01-01,1.0,30.0,1,217.08,1,1,1.0,0.0,0,1,1.0,0.0,0
18673,1,2023-07-25,1.0,600.0,2,423.6,1,1,0.0,0.0,0,1,0.0,0.0,0
20017,1,2024-11-20,3.0,1084.0,37,692.91,0,3,0.0,0.0,0,276,0.0,0.0,1
20041,0,,1.0,2913933.0,38,1819.82,0,0,0.0,0.0,0,1,0.0,0.0,0
869,0,,1.0,2913932.0,4,893.76,0,1,0.0,0.0,0,1,0.0,0.0,0
2094,1,2023-07-25,3.0,599.0,12,1480.08,0,3,0.0,0.0,1,3,0.0,0.0,1
2327,1,2024-08-31,3.0,1002.0,37,1177.95,0,2,0.0,0.0,1,3,0.0,0.0,1
4342,0,,1.0,2913932.0,38,1514.68,0,0,0.0,0.0,0,1,0.0,0.0,0
4395,1,2023-02-26,2.0,450.0,38,707.14,0,4,0.0,0.0,1,331,0.0,0.0,1
4672,1,2023-03-28,2.0,480.0,38,684.79,0,1,0.0,0.0,0,292,0.0,0.0,1
5028,1,2024-04-05,2.0,854.0,29,1197.32,1,5,0.0,0.0,0,412,0.0,0.0,0
5843,0,,1.0,2913932.0,38,684.76,0,2,0.0,0.0,0,1,0.0,0.0,0
7644,1,2024-12-17,1.0,1110.0,38,593.18,1,2,0.0,0.0,0,1,0.0,0.0,0
11725,1,2023-11-24,2.0,721.0,14,440.29,1,2,0.0,0.0,0,179,0.0,0.0,0
13592,1,2024-09-21,2.0,1023.0,4,840.96,1,4,0.0,0.0,0,2,0.0,0.0,0
15371,0,,1.0,2913932.0,38,4020.02,0,1,0.0,0.0,0,1,0.0,0.0,0
15405,1,2023-08-25,2.0,630.0,37,1484.65,0,5,1.0,0.0,1,2,0.0,0.0,1
17434,1,2023-06-05,2.0,549.0,18,312.27,1,5,0.0,0.0,0,213,0.0,0.0,0
17915,1,2022-06-01,2.0,180.0,38,704.31,0,4,0.0,0.0,1,88,0.0,0.0,1
1885,0,,1.0,2913931.0,38,3519.94,0,0,0.0,0.0,0,1,0.0,0.0,0
4402,0,,1.0,2913931.0,38,3516.52,0,2,0.0,0.0,0,1,0.0,0.0,0
4635,1,2022-10-30,2.0,330.0,4,4736.76,0,1,0.0,0.0,1,379,0.0,0.0,1
5481,1,2024-03-11,3.0,828.0,35,878.03,0,5,0.0,0.0,1,3,0.0,0.0,1
6202,1,2023-11-12,2.0,708.0,8,549.6,1,5,0.0,0.0,0,257,0.0,0.0,0
7812,0,,1.0,2913931.0,4,736.32,0,1,0.0,0.0,0,561,0.0,0.0,0
9578,1,2022-01-03,1.0,30.0,2,32.74,1,1,1.0,0.0,0,1,1.0,0.0,0
11875,1,2024-02-21,3.0,809.0,26,458.44,1,3,0.0,0.0,0,58,0.0,0.0,0
12218,0,,1.0,2913931.0,38,1651.48,0,1,0.0,0.0,0,1,0.0,0.0,0
12388,1,2023-09-25,1.0,660.0,23,434.01,1,2,0.0,0.0,0,1,0.0,0.0,0
12993,1,2022-09-30,1.0,300.0,11,207.46,1,1,0.0,0.0,0,1,0.0,0.0,0
13157,0,,1.0,2913931.0,38,3421.52,0,2,0.0,0.0,0,1,0.0,0.0,0
13285,1,2024-03-25,3.0,842.0,29,911.19,1,4,0.0,0.0,0,49,1.0,0.0,0
13521,1,2024-10-19,1.0,1050.0,3,1775.52,1,3,0.0,0.0,0,1,0.0,0.0,0
17674,0,,1.0,2913931.0,38,1745.72,0,1,0.0,0.0,0,1,0.0,0.0,0
21057,1,2022-09-30,1.0,300.0,11,186.23,1,3,0.0,0.0,0,1,0.0,0.0,0
23711,1,2024-01-24,3.0,781.0,22,546.99,1,1,0.0,0.0,0,91,0.0,0.0,0
24267,1,2022-12-29,1.0,390.0,14,490.28,1,1,0.0,0.0,0,1,0.0,0.0,0
24380,1,2024-11-15,2.0,1077.0,35,608.16,1,1,0.0,0.0,0,2,0.0,0.0,0
24549,1,2022-09-30,2.0,300.0,38,2522.33,0,5,0.0,0.0,1,2,0.0,0.0,1
24822,1,2023-09-25,1.0,660.0,23,841.8,1,2,0.0,0.0,0,1,0.0,0.0,0
168,1,2022-10-31,1.0,330.0,12,559.44,1,5,1.0,0.0,1,1,0.0,0.0,0
2910,1,2024-12-25,2.0,1116.0,22,807.16,1,5,1.0,0.0,0,2,0.0,0.0,0
4359,1,2023-02-28,2.0,450.0,38,1227.2,0,1,0.0,0.0,1,2,0.0,0.0,1
5359,0,,1.0,2913930.0,4,2136.96,0,0,0.0,0.0,0,572,0.0,0.0,0
5383,0,,1.0,2913930.0,38,1506.32,0,0,0.0,0.0,0,1,0.0,0.0,0
6814,0,,1.0,2913930.0,4,5008.32,0,1,0.0,0.0,0,1,0.0,0.0,0
8539,1,2022-06-03,1.0,180.0,7,139.37,1,5,3.0,1.0,0,1,0.0,0.0,0
9648,1,2024-12-24,2.0,1115.0,13,4127.84,1,4,0.0,0.0,0,2,0.0,0.0,0
9889,1,2022-03-05,2.0,90.0,7,1566.32,0,3,0.0,0.0,1,483,0.0,0.0,1
11651,1,2022-05-04,2.0,150.0,38,1174.7,0,2,0.0,0.0,1,2,0.0,0.0,1
12856,1,2023-05-29,1.0,540.0,19,312.55,1,5,0.0,0.0,0,1,0.0,0.0,0
12950,0,,1.0,2913930.0,4,2068.32,0,2,0.0,0.0,0,1,0.0,0.0,0
13360,0,,1.0,2913930.0,4,2312.16,0,1,0.0,0.0,0,1,0.0,0.0,0
14258,1,2023-11-25,2.0,720.0,36,1568.34,0,5,0.0,0.0,1,2,0.0,0.0,1
17761,1,2023-08-27,2.0,630.0,36,1583.18,0,1,0.0,0.0,0,204,0.0,0.0,1
18205,1,2023-08-27,2.0,630.0,38,689.16,0,4,0.0,0.0,1,2,0.0,0.0,1
18878,1,2023-08-27,1.0,630.0,2,443.76,1,2,0.0,0.0,0,1,0.0,0.0,0
19785,1,2023-01-29,1.0,420.0,2,1016.16,1,5,1.0,0.0,0,1,0.0,0.0,0
21195,1,2023-12-25,1.0,750.0,26,1140.88,1,2,0.0,0.0,0,1,0.0,0.0,0
24333,1,2022-01-04,2.0,30.0,37,1494.69,0,2,0.0,0.0,1,2,1.0,0.0,1
1303,1,2022-08-03,1.0,240.0,9,379.53,1,1,0.0,0.0,0,1,0.0,0.0,0
3464,1,2024-03-25,1.0,840.0,29,477.63,1,2,0.0,0.0,0,1,0.0,0.0,0
3974,1,2024-07-13,3.0,950.0,22,829.17,0,4,0.0,0.0,1,3,0.0,0.0,1
4528,1,2022-11-01,2.0,330.0,36,619.56,0,1,0.0,0.0,1,2,0.0,0.0,1
8112,0,,1.0,2913929.0,4,725.28,0,2,0.0,0.0,0,1,0.0,0.0,0
8981,1,2024-10-21,2.0,1050.0,37,4243.87,0,3,0.0,0.0,1,2,0.0,0.0,1
9748,0,,1.0,2913929.0,4,866.88,0,2,0.0,0.0,0,1,0.0,0.0,0
11785,1,2023-06-26,2.0,567.0,19,1105.94,1,5,0.0,0.0,0,2,0.0,0.0,0
14634,1,2024-11-15,3.0,1075.0,13,769.15,1,3,0.0,0.0,0,349,0.0,0.0,0
15260,1,2023-04-08,3.0,488.0,18,2224.68,0,5,0.0,0.0,1,23,21.0,0.0,1
16256,1,2022-12-31,1.0,390.0,14,583.38,1,3,0.0,0.0,0,197,0.0,0.0,0
19473,1,2022-10-02,2.0,300.0,27,2560.12,0,3,0.0,0.0,1,2,0.0,0.0,1
21243,0,,1.0,2913929.0,38,4028.0,0,2,0.0,0.0,0,567,0.0,0.0,0
71,1,2022-03-07,2.0,90.0,35,2184.38,0,2,0.0,0.0,1,42,1.0,0.0,1
1642,0,,1.0,2913928.0,38,3369.08,0,0,0.0,0.0,0,1,0.0,0.0,0
2693,1,2022-12-02,2.0,360.0,36,1143.16,0,2,0.0,0.0,1,2,0.0,0.0,1
3072,1,2022-09-18,2.0,285.0,11,440.25,1,2,1.0,0.0,0,2,0.0,0.0,0
3590,0,,1.0,2913928.0,4,861.6,0,1,0.0,0.0,0,1,0.0,0.0,0
3763,1,2022-06-05,1.0,180.0,7,128.24,1,3,0.0,0.0,0,1,0.0,0.0,0
5293,0,,1.0,2913928.0,38,1366.86,0,1,0.0,0.0,0,1,0.0,0.0,0
8621,1,2023-10-28,1.0,690.0,24,383.52,1,1,0.0,0.0,0,1,0.0,0.0,0
8622,1,2022-04-06,1.0,120.0,5,92.25,1,5,2.0,0.0,0,1,0.0,0.0,0
9160,1,2024-08-26,3.0,993.0,32,1501.51,1,4,0.0,0.0,0,3,0.0,0.0,0
10088,0,,1.0,2913928.0,4,5034.72,0,2,0.0,0.0,0,1,0.0,0.0,0
10341,1,2024-07-31,3.0,967.0,31,974.91,1,4,0.0,0.0,0,3,1.0,0.0,0
11302,1,2022-08-04,1.0,240.0,9,322.92,1,3,1.0,0.0,0,1,0.0,0.0,0
11706,1,2024-08-01,3.0,968.0,30,774.6,0,3,0.0,0.0,1,3,0.0,0.0,1
11873,1,2024-03-26,1.0,840.0,29,452.4,1,1,0.0,0.0,0,1,0.0,0.0,0
13699,1,2022-01-06,1.0,30.0,1,434.64,1,2,1.0,0.0,1,1,1.0,0.0,0
13979,1,2024-09-02,2.0,1000.0,33,537.29,1,4,0.0,0.0,0,2,0.0,0.0,0
14320,1,2023-08-29,1.0,630.0,22,902.0,1,2,0.0,0.0,0,302,0.0,0.0,0
15069,1,2023-03-17,2.0,465.0,4,272.22,1,1,0.0,0.0,0,2,0.0,0.0,0
17514,1,2024-10-22,2.0,1050.0,38,1657.66,0,2,0.0,0.0,0,2,0.0,0.0,1
20088,1,2023-05-01,1.0,510.0,2,1088.88,1,3,0.0,0.0,0,1,0.0,0.0,0
22061,1,2023-07-30,1.0,600.0,21,395.64,1,1,0.0,0.0,0,1,0.0,0.0,0
22823,0,,1.0,2913928.0,38,1423.48,0,0,0.0,0.0,0,1,0.0,0.0,0
22946,0,,1.0,2913928.0,4,835.68,0,2,0.0,0.0,0,1,0.0,0.0,0
23981,1,2022-02-05,1.0,60.0,3,59.58,1,5,4.0,1.0,0,1,0.0,0.0,0
902,1,2024-05-17,2.0,891.0,30,629.48,1,4,0.0,0.0,0,2,1.0,0.0,0
1537,1,2023-12-28,1.0,750.0,3,1359.36,1,3,0.0,0.0,0,373,0.0,0.0,0
3215,1,2023-11-28,2.0,720.0,37,3229.79,0,4,0.0,0.0,1,2,0.0,0.0,1
3973,1,2023-05-29,2.0,537.0,5,301.6,1,5,0.0,0.0,0,46,0.0,0.0,0
8014,1,2024-07-25,2.0,960.0,7,1745.76,0,2,0.0,0.0,0,2,0.0,0.0,1
8162,1,2024-11-22,2.0,1080.0,38,1690.73,0,5,0.0,0.0,0,2,0.0,0.0,1
14082,1,2022-05-07,1.0,150.0,6,210.84,1,4,1.0,1.0,0,1,0.0,0.0,0
16744,1,2023-06-01,2.0,540.0,37,2543.46,0,2,0.0,0.0,1,2,0.0,0.0,1
17237,1,2024-04-01,2.0,845.0,28,1302.6,1,2,0.0,0.0,0,276,0.0,0.0,0
20306,0,,1.0,2913927.0,4,902.4,0,0,0.0,0.0,0,1,0.0,0.0,0
20798,1,2024-05-26,2.0,900.0,8,684.89,0,1,0.0,0.0,0,2,0.0,0.0,1
21699,1,2022-12-03,1.0,360.0,13,214.37,1,3,0.0,0.0,0,184,0.0,0.0,0
22254,1,2023-03-03,1.0,450.0,16,673.76,1,4,0.0,0.0,0,1,0.0,0.0,0
24062,1,2022-12-03,1.0,360.0,1,198.36,1,4,0.0,0.0,0,1,0.0,0.0,0
24387,1,2024-05-26,2.0,900.0,36,1370.74,0,5,0.0,0.0,1,453,0.0,0.0,1
2312,1,2022-08-06,2.0,240.0,4,1583.28,0,1,0.0,0.0,1,2,0.0,0.0,1
2611,1,2023-05-08,3.0,515.0,15,435.85,1,4,0.0,0.0,0,3,1.0,0.0,0
4825,1,2022-01-08,1.0,30.0,2,30.16,1,1,1.0,1.0,0,1,1.0,0.0,0
5775,1,2024-06-09,2.0,913.0,31,1197.39,1,1,0.0,0.0,0,305,0.0,0.0,0
6140,1,2024-06-01,3.0,905.0,29,546.82,1,5,0.0,0.0,0,3,0.0,0.0,0
6401,1,2022-04-08,1.0,120.0,5,549.2,1,4,1.0,1.0,0,1,0.0,0.0,0
8506,0,,1.0,2913926.0,4,5093.76,0,0,0.0,0.0,0,559,0.0,0.0,0
10070,1,2024-03-30,3.0,842.0,26,1061.19,1,1,0.0,0.0,0,3,0.0,0.0,0
11228,1,2022-10-05,1.0,300.0,11,208.12,1,1,0.0,0.0,0,1,0.0,0.0,0
13542,1,2024-05-27,2.0,900.0,36,1994.16,0,5,0.0,0.0,0,2,0.0,0.0,1
13593,1,2023-01-12,3.0,399.0,13,219.21,1,4,0.0,0.0,0,33,7.0,0.0,0
16353,1,2022-04-08,1.0,120.0,5,78.95,1,4,0.0,0.0,0,1,0.0,0.0,0
18137,1,2022-09-05,2.0,270.0,13,1718.6,0,2,0.0,0.0,1,413,0.0,0.0,1
18386,1,2022-06-24,3.0,197.0,6,1162.1,0,3,1.0,0.0,1,95,0.0,0.0,1
22943,0,,1.0,2913926.0,38,1376.36,0,1,0.0,0.0,0,1,0.0,0.0,0
24354,1,2022-01-08,2.0,30.0,38,1676.16,0,5,0.0,0.0,1,2,1.0,0.0,1
5137,1,2023-04-10,2.0,486.0,16,445.22,1,5,1.0,0.0,0,204,1.0,0.0,0
8232,1,2023-06-03,1.0,540.0,19,333.26,1,5,0.0,0.0,0,1,0.0,0.0,0
8575,1,2024-08-11,3.0,975.0,37,779.57,0,1,0.0,0.0,0,3,0.0,0.0,1
9492,1,2022-02-08,1.0,60.0,3,134.76,1,3,0.0,0.0,0,1,0.0,0.0,0
11420,1,2024-09-21,3.0,1016.0,33,1250.1,1,5,0.0,0.0,0,3,0.0,0.0,0
13243,1,2022-09-06,2.0,270.0,38,3260.44,0,1,0.0,0.0,1,2,0.0,0.0,1
13914,1,2022-02-08,1.0,60.0,3,110.88,1,3,1.0,0.0,0,1,0.0,0.0,0
14176,0,,1.0,2913925.0,38,4358.98,0,2,0.0,0.0,0,542,0.0,0.0,0
17039,1,2024-11-10,2.0,1066.0,20,1181.88,1,3,0.0,0.0,0,2,0.0,0.0,0
17680,1,2024-08-01,3.0,965.0,32,1287.63,1,2,0.0,0.0,0,3,0.0,0.0,0
18750,1,2024-09-22,3.0,1017.0,32,575.21,1,1,0.0,0.0,0,3,0.0,0.0,0
21596,1,2022-12-05,1.0,360.0,13,258.44,1,3,0.0,0.0,0,1,0.0,0.0,0
22538,1,2024-03-29,2.0,840.0,30,809.2,0,4,0.0,0.0,0,417,0.0,0.0,1
23809,1,2022-08-07,1.0,240.0,9,155.25,1,5,0.0,0.0,0,1,0.0,0.0,0
701,1,2024-01-07,3.0,757.0,25,1065.24,1,3,0.0,0.0,0,3,0.0,0.0,0
2222,1,2024-03-30,2.0,840.0,28,1136.82,1,1,0.0,0.0,0,331,0.0,0.0,0
2599,0,,1.0,2913924.0,38,3104.22,0,2,0.0,0.0,0,1,0.0,0.0,0
2684,0,,1.0,2913924.0,38,1669.72,0,2,0.0,0.0,0,1,0.0,0.0,0
6111,1,2022-03-11,2.0,90.0,7,673.16,0,1,0.0,0.0,1,2,0.0,0.0,1
6439,1,2024-05-23,2.0,894.0,30,1162.29,1,4,0.0,0.0,0,2,0.0,0.0,0
7039,1,2024-02-29,1.0,810.0,28,462.28,1,5,0.0,0.0,0,398,0.0,0.0,0
7431,1,2023-06-16,2.0,552.0,19,727.74,1,4,0.0,0.0,0,2,0.0,0.0,0
10152,1,2023-06-30,2.0,566.0,13,755.88,1,4,0.0,0.0,0,2,0.0,0.0,0
10483,1,2023-01-30,3.0,415.0,35,937.26,0,1,0.0,0.0,1,3,0.0,0.0,1
11339,0,,1.0,2913924.0,38,1833.5,0,2,0.0,0.0,0,1,0.0,0.0,0
11797,1,2022-08-20,2.0,252.0,8,135.87,1,2,2.0,0.0,0,2,0.0,0.0,0
15302,1,2024-12-02,2.0,1087.0,37,681.42,1,3,0.0,0.0,0,228,0.0,0.0,0
15842,1,2024-12-25,1.0,1110.0,38,696.92,1,2,0.0,0.0,0,1,0.0,0.0,0
16057,0,,1.0,2913924.0,38,1446.28,0,2,0.0,0.0,0,1,0.0,0.0,0
20781,0,,1.0,2913924.0,4,5433.12,0,1,0.0,0.0,0,1,0.0,0.0,0
21757,0,,1.0,2913924.0,38,4189.5,0,0,0.0,0.0,0,1,0.0,0.0,0
22237,0,,1.0,2913924.0,38,4320.98,0,0,0.0,0.0,0,1,0.0,0.0,0
23102,1,2023-01-11,2.0,396.0,14,423.36,1,5,2.0,0.0,0,2,0.0,0.0,0
24813,1,2023-05-18,2.0,523.0,17,565.89,1,3,0.0,0.0,0,2,0.0,0.0,0
1108,1,2023-05-06,2.0,510.0,36,1101.6,0,1,0.0,0.0,1,248,0.0,0.0,1
3469,1,2023-01-06,1.0,390.0,14,581.98,1,5,0.0,0.0,0,201,0.0,0.0,0
4084,0,,1.0,2913923.0,38,3944.4,0,2,0.0,0.0,0,1,0.0,0.0,0
5063,1,2022-12-07,1.0,360.0,13,229.97,1,3,0.0,0.0,0,182,0.0,0.0,0
7246,0,,1.0,2913923.0,38,1431.46,0,2,0.0,0.0,0,1,0.0,0.0,0
8762,1,2023-09-03,2.0,630.0,36,1319.24,0,4,0.0,0.0,1,191,0.0,0.0,1
8853,0,,1.0,2913923.0,38,3340.96,0,0,0.0,0.0,0,1,0.0,0.0,0
9841,1,2023-05-06,1.0,510.0,18,351.18,1,2,1.0,0.0,0,1,0.0,0.0,0
11462,1,2023-08-04,2.0,600.0,23,810.99,0,1,0.0,0.0,1,2,0.0,0.0,1
11796,1,2024-03-31,2.0,840.0,30,1900.71,0,1,0.0,0.0,0,2,0.0,0.0,1
12516,1,2024-09-27,1.0,1020.0,35,1259.3,1,4,0.0,0.0,0,1,0.0,0.0,0
17949,1,2024-10-02,3.0,1025.0,36,1441.61,1,2,0.0,0.0,0,3,0.0,0.0,0
19768,1,2022-07-20,3.0,220.0,36,1246.08,0,5,0.0,0.0,1,3,1.0,0.0,1
22193,0,,1.0,2913923.0,38,748.6,0,2,0.0,0.0,0,545,0.0,0.0,0
22774,0,,1.0,2913923.0,38,1417.4,0,2,0.0,0.0,0,1,0.0,0.0,0
24133,0,,1.0,2913923.0,4,1830.24,0,0,0.0,0.0,0,547,0.0,0.0,0
3628,0,,1.0,2913922.0,38,1477.44,0,1,0.0,0.0,0,1,0.0,0.0,0
5851,1,2024-09-28,2.0,1020.0,38,1681.87,0,2,0.0,0.0,0,512,0.0,0.0,1
6508,1,2023-04-07,2.0,480.0,19,1733.62,0,3,0.0,0.0,1,2,0.0,0.0,1
10639,1,2022-02-11,1.0,60.0,1,1220.04,1,5,3.0,2.0,0,1,0.0,0.0,0
11235,1,2023-09-04,2.0,630.0,24,2590.38,0,5,0.0,0.0,1,2,0.0,0.0,1
12591,1,2022-09-27,2.0,288.0,6,288.19,1,2,0.0,0.0,0,2,0.0,0.0,0
13827,1,2024-06-13,2.0,913.0,31,577.03,1,3,0.0,0.0,0,2,0.0,0.0,0
14950,0,,1.0,2913922.0,4,4378.56,0,0,0.0,0.0,0,1,0.0,0.0,0
20886,0,,1.0,2913922.0,38,659.3,0,2,0.0,0.0,0,1,0.0,0.0,0
22362,1,2024-08-25,2.0,986.0,33,1229.91,1,3,0.0,0.0,0,2,0.0,0.0,0
751,0,,1.0,2913921.0,38,1815.26,0,0,0.0,0.0,0,1,0.0,0.0,0
1375,1,2023-07-11,2.0,574.0,20,920.2,1,5,0.0,0.0,0,49,1.0,0.0,0
2956,1,2022-05-13,1.0,150.0,6,233.76,1,5,2.0,1.0,0,1,0.0,0.0,0
6694,0,,1.0,2913921.0,38,3342.86,0,2,0.0,0.0,0,546,0.0,0.0,0
6771,0,,1.0,2913921.0,4,879.36,0,1,0.0,0.0,0,1,0.0,0.0,0
7510,1,2023-02-07,2.0,420.0,38,1386.92,0,2,1.0,0.0,1,2,0.0,0.0,1
10330,0,,1.0,2913921.0,4,805.44,0,0,0.0,0.0,0,1,0.0,0.0,0
10451,1,2023-02-19,3.0,432.0,26,2274.35,0,2,0.0,0.0,1,3,0.0,0.0,1
10566,0,,1.0,2913921.0,38,728.46,0,2,0.0,0.0,0,540,0.0,0.0,0
11676,1,2022-01-13,2.0,30.0,36,748.9,0,3,0.0,0.0,1,2,1.0,0.0,1
13469,1,2022-05-06,2.0,143.0,3,231.12,1,3,0.0,0.0,0,2,0.0,0.0,0
16148,1,2022-07-29,2.0,227.0,8,124.44,1,3,0.0,0.0,0,2,0.0,0.0,0
16377,1,2023-07-31,2.0,594.0,21,575.73,1,1,1.0,1.0,0,149,0.0,0.0,0
17616,1,2024-07-01,1.0,930.0,32,548.16,1,3,0.0,0.0,0,1,0.0,0.0,0
19361,1,2023-01-27,3.0,409.0,17,2750.39,0,4,0.0,0.0,1,132,0.0,0.0,1
19701,1,2024-02-02,2.0,780.0,28,2860.44,0,5,1.0,0.0,1,2,0.0,0.0,1
22929,1,2023-01-08,2.0,390.0,38,1196.52,0,2,0.0,0.0,1,349,0.0,0.0,1
23955,1,2023-08-01,2.0,595.0,21,368.16,1,5,1.0,0.0,0,154,0.0,0.0,0
24173,1,2023-03-09,2.0,450.0,38,1093.08,0,4,1.0,1.0,1,321,0.0,0.0,1
24412,1,2022-12-19,3.0,370.0,35,597.82,0,5,0.0,0.0,1,449,0.0,0.0,1
294,1,2022-09-11,1.0,270.0,10,199.2,1,5,0.0,0.0,0,1,0.0,0.0,0
6750,1,2023-12-05,1.0,720.0,25,435.0,1,1,0.0,0.0,0,1,0.0,0.0,0
8138,1,2023-09-06,1.0,630.0,2,1077.84,1,4,0.0,0.0,0,1,0.0,0.0,0
9050,1,2022-01-14,1.0,30.0,2,37.02,1,3,3.0,1.0,0,1,1.0,0.0,0
14101,1,2022-07-13,1.0,210.0,8,123.12,1,4,1.0,0.0,0,1,0.0,0.0,0
14911,0,,1.0,2913920.0,38,4190.64,0,2,0.0,0.0,0,1,0.0,0.0,0
15718,1,2023-03-10,2.0,450.0,24,904.16,0,4,0.0,0.0,1,324,0.0,0.0,1
16976,1,2023-03-10,1.0,450.0,16,1913.76,1,4,0.0,0.0,0,1,0.0,0.0,0
17750,1,2023-11-05,2.0,690.0,15,625.31,0,2,0.0,0.0,1,2,0.0,0.0,1
18080,1,2024-10-11,3.0,1031.0,37,2374.94,0,2,0.0,0.0,0,297,0.0,0.0,1
19298,1,2022-03-15,1.0,90.0,4,75.72,1,3,2.0,0.0,0,1,0.0,0.0,0
21800,1,2022-08-12,2.0,240.0,28,1319.43,0,2,1.0,0.0,0,2,0.0,0.0,1
23600,1,2022-09-11,1.0,270.0,1,209.52,1,1,0.0,0.0,0,1,0.0,0.0,0
23628,0,,1.0,2913920.0,38,3386.94,0,1,0.0,0.0,0,570,0.0,0.0,0
23695,1,2024-06-02,1.0,900.0,31,509.33,1,4,0.0,0.0,0,458,0.0,0.0,0
24617,1,2022-08-12,2.0,240.0,37,724.61,0,5,0.0,0.0,1,2,0.0,0.0,1
2442,1,2023-03-11,2.0,450.0,18,1130.0,0,3,0.0,0.0,0,2,0.0,0.0,1
2815,0,,1.0,2913919.0,4,5379.84,0,2,0.0,0.0,0,1,0.0,0.0,0
3218,1,2022-07-28,2.0,224.0,5,367.72,1,5,0.0,0.0,0,43,0.0,0.0,0
